N_Minors,Total_PAX,Income_number,Cost,Cost_Income,Lag,Meal_Type,Reservation_Status
2,3,75000,368,0.0049066666666666,39,HB,Check-In
2,4,100000,197,0.00197,59,BB,Check-In
4,6,25000,432,0.01728,101,BB,Check-In
2,4,100000,244,0.00244,61,HB,Check-In
2,3,37500,247,0.0065866666666666,116,BB,Check-In
2,7,75000,351,0.00468,28,BB,Check-In
3,5,25000,636,0.02544,30,BB,Check-In
1,2,37500,191,0.0050933333333333,46,BB,Check-In
2,6,100000,567,0.00567,21,BB,Check-In
2,4,37500,462,0.01232,101,BB,Check-In
1,3,100000,540,0.0054,101,BB,Check-In
2,4,75000,145,0.0019333333333333,31,BB,Check-In
2,3,37500,209,0.0055733333333333,46,BB,Check-In
2,4,75000,732,0.00976,25,BB,Check-In
1,3,25000,900,0.036,26,BB,Check-In
3,4,25000,334,0.01336,121,BB,Check-In
1,4,100000,146,0.00146,13,BB,Check-In
2,3,100000,729,0.00729,115,BB,Check-In
2,5,100000,411,0.00411,-3,BB,Check-In
2,5,37500,129,0.00344,-1,BB,Check-In
2,5,75000,208,0.0027733333333333,77,BB,Check-In
4,9,37500,240,0.0064,62,BB,Check-In
2,6,100000,252,0.00252,66,BB,Check-In
2,4,25000,370,0.0148,94,HB,Check-In
1,3,75000,236,0.0031466666666666,39,BB,Check-In
4,5,37500,432,0.01152,42,BB,Check-In
3,8,37500,768,0.02048,37,BB,Check-In
1,3,37500,173,0.0046133333333333,59,BB,Check-In
2,4,100000,153,0.00153,40,BB,Check-In
3,6,100000,240,0.0024,68,BB,Check-In
2,6,75000,221,0.0029466666666666,40,BB,Check-In
4,5,37500,424,0.0113066666666666,50,HB,Check-In
2,3,37500,606,0.01616,38,BB,Check-In
2,4,75000,200,0.0026666666666666,88,BB,Check-In
4,7,25000,393,0.01572,25,FB,Check-In
1,4,25000,488,0.01952,61,BB,Check-In
2,3,37500,606,0.01616,79,HB,Check-In
3,6,75000,104,0.0013866666666666,41,FB,Check-In
5,6,37500,462,0.01232,60,HB,Check-In
1,3,25000,404,0.01616,84,HB,Check-In
1,2,75000,896,0.0119466666666666,114,BB,Check-In
2,7,75000,230,0.0030666666666666,27,FB,Check-In
2,3,37500,202,0.0053866666666666,51,HB,Check-In
4,6,100000,223,0.00223,48,FB,Check-In
2,3,37500,714,0.01904,36,HB,Check-In
1,4,75000,446,0.0059466666666666,37,HB,Check-In
2,3,25000,410,0.0164,37,HB,Check-In
2,6,37500,114,0.00304,6,HB,Check-In
1,3,75000,235,0.0031333333333333,6,HB,Check-In
1,6,75000,238,0.0031733333333333,40,BB,Check-In
1,3,37500,244,0.0065066666666666,4,BB,Check-In
3,5,25000,211,0.00844,80,BB,Check-In
1,2,37500,248,0.0066133333333333,62,BB,Check-In
1,3,75000,103,0.0013733333333333,60,BB,Check-In
3,8,75000,384,0.00512,6,BB,Check-In
1,3,75000,240,0.0032,88,BB,Check-In
2,7,75000,193,0.0025733333333333,56,HB,Check-In
2,4,25000,290,0.0116,100,BB,Check-In
2,6,25000,154,0.00616,107,BB,Check-In
3,4,100000,180,0.0018,27,BB,Check-In
1,4,25000,214,0.00856,28,BB,Check-In
1,3,75000,113,0.0015066666666666,-1,BB,Check-In
3,4,25000,460,0.0184,92,BB,Check-In
3,4,37500,238,0.0063466666666666,43,BB,Check-In
3,5,75000,606,0.00808,41,HB,Check-In
3,4,37500,705,0.0188,41,BB,Check-In
3,5,37500,182,0.0048533333333333,43,BB,Check-In
1,6,37500,247,0.0065866666666666,40,BB,Check-In
3,6,37500,654,0.01744,13,BB,Check-In
4,7,25000,660,0.0264,70,BB,Check-In
2,4,37500,552,0.01472,0,BB,Check-In
3,5,37500,633,0.01688,-3,BB,Check-In
2,4,100000,417,0.00417,52,BB,Check-In
1,3,100000,332,0.00332,31,HB,Check-In
1,2,25000,304,0.01216,17,BB,Check-In
2,4,25000,468,0.01872,53,BB,Check-In
1,4,25000,262,0.01048,31,HB,Check-In
1,2,75000,160,0.0021333333333333,18,BB,Check-In
2,4,75000,243,0.00324,18,BB,Check-In
2,6,25000,164,0.00656,116,BB,Check-In
3,5,25000,477,0.01908,69,BB,Check-In
2,4,75000,190,0.0025333333333333,18,BB,Check-In
3,5,25000,134,0.00536,33,HB,Check-In
3,4,37500,714,0.01904,6,BB,Check-In
2,5,25000,115,0.0046,7,BB,Check-In
2,4,75000,202,0.0026933333333333,34,BB,Check-In
1,3,25000,101,0.00404,21,BB,Check-In
3,5,75000,432,0.00576,20,BB,Check-In
2,4,100000,161,0.00161,21,BB,Check-In
4,6,75000,141,0.00188,35,BB,Check-In
4,6,25000,681,0.02724,19,BB,Check-In
1,3,25000,173,0.00692,21,BB,Check-In
4,6,75000,556,0.0074133333333333,14,BB,Check-In
1,3,75000,375,0.005,5,BB,Check-In
3,6,37500,438,0.01168,65,BB,Check-In
1,5,37500,125,0.0033333333333333,104,BB,Check-In
2,5,25000,244,0.00976,0,BB,Check-In
2,4,100000,207,0.00207,66,BB,Check-In
1,3,25000,474,0.01896,37,BB,Check-In
2,4,37500,160,0.0042666666666666,44,BB,Check-In
3,5,25000,980,0.0392,41,BB,Check-In
2,5,75000,224,0.0029866666666666,13,BB,Check-In
2,5,37500,597,0.01592,50,BB,Check-In
3,4,25000,165,0.0066,27,BB,Check-In
3,5,75000,246,0.00328,54,BB,Check-In
1,4,25000,420,0.0168,53,BB,Check-In
2,4,100000,229,0.00229,24,BB,Check-In
2,4,37500,236,0.0062933333333333,42,FB,Check-In
3,4,75000,272,0.0036266666666666,107,HB,Check-In
2,5,37500,712,0.0189866666666666,58,BB,Check-In
3,4,37500,812,0.0216533333333333,21,BB,Check-In
2,6,75000,339,0.00452,40,HB,Check-In
1,2,37500,441,0.01176,32,BB,Check-In
2,4,75000,284,0.0037866666666666,40,BB,Check-In
2,3,37500,692,0.0184533333333333,308,BB,Check-In
2,3,25000,172,0.00688,29,HB,Check-In
1,3,100000,741,0.00741,44,HB,Check-In
1,2,25000,171,0.00684,39,BB,Check-In
3,4,37500,114,0.00304,10,BB,Check-In
2,3,75000,232,0.0030933333333333,38,BB,Check-In
1,5,25000,350,0.014,37,BB,Check-In
3,5,75000,536,0.0071466666666666,-3,BB,Check-In
1,2,37500,165,0.0044,11,BB,Check-In
2,4,75000,228,0.00304,15,BB,Check-In
2,4,37500,247,0.0065866666666666,15,BB,Check-In
3,8,25000,179,0.00716,11,BB,Check-In
4,5,37500,222,0.00592,49,HB,Check-In
1,3,37500,363,0.00968,64,BB,Check-In
1,5,75000,422,0.0056266666666666,50,HB,Check-In
1,2,25000,218,0.00872,24,HB,Check-In
1,2,75000,104,0.0013866666666666,93,BB,Check-In
1,5,100000,101,0.00101,53,BB,Check-In
1,3,100000,202,0.00202,32,HB,Check-In
3,7,37500,179,0.0047733333333333,46,HB,Check-In
3,8,37500,138,0.00368,42,BB,Check-In
4,9,37500,309,0.00824,84,BB,Check-In
4,7,75000,956,0.0127466666666666,50,HB,Check-In
1,4,75000,228,0.00304,31,BB,Check-In
2,4,37500,189,0.00504,28,BB,Check-In
2,4,25000,201,0.00804,95,HB,Check-In
2,5,75000,720,0.0096,97,BB,Check-In
4,5,75000,174,0.00232,53,HB,Check-In
1,3,75000,342,0.00456,73,HB,Check-In
3,5,25000,112,0.00448,30,BB,Check-In
2,3,100000,304,0.00304,23,BB,Check-In
3,5,100000,675,0.00675,58,HB,Check-In
1,2,25000,192,0.00768,59,HB,Check-In
3,4,25000,675,0.027,28,BB,Check-In
1,3,25000,217,0.00868,106,BB,Check-In
2,3,25000,208,0.00832,30,BB,Check-In
3,5,37500,393,0.01048,112,BB,Check-In
2,4,75000,135,0.0018,58,BB,Check-In
1,6,75000,134,0.0017866666666666,84,BB,Check-In
2,4,25000,266,0.01064,-2,BB,Check-In
3,5,75000,208,0.0027733333333333,298,BB,Check-In
2,3,75000,215,0.0028666666666666,49,BB,Check-In
1,5,25000,142,0.00568,49,BB,Check-In
2,3,37500,231,0.00616,87,BB,Check-In
1,3,25000,230,0.0092,115,BB,Check-In
1,4,100000,434,0.00434,45,BB,Check-In
3,5,37500,218,0.0058133333333333,47,BB,Check-In
2,5,37500,196,0.0052266666666666,53,BB,Check-In
2,3,37500,628,0.0167466666666666,29,BB,Check-In
2,3,25000,145,0.0058,72,HB,Check-In
4,6,75000,868,0.0115733333333333,50,BB,Check-In
3,4,37500,106,0.0028266666666666,32,BB,Check-In
3,4,100000,131,0.00131,37,HB,Check-In
1,5,37500,546,0.01456,31,BB,Check-In
2,3,37500,422,0.0112533333333333,128,HB,Check-In
2,5,75000,241,0.0032133333333333,38,HB,Check-In
2,4,75000,436,0.0058133333333333,35,HB,Check-In
2,5,75000,494,0.0065866666666666,43,BB,Check-In
2,4,75000,203,0.0027066666666666,30,BB,Check-In
2,4,37500,175,0.0046666666666666,47,BB,Check-In
1,3,75000,394,0.0052533333333333,57,BB,Check-In
2,4,25000,109,0.00436,47,BB,Check-In
2,5,37500,663,0.01768,45,HB,Check-In
1,2,37500,519,0.01384,45,HB,Check-In
2,3,25000,233,0.00932,47,BB,Check-In
1,4,37500,117,0.00312,95,HB,Check-In
2,4,100000,477,0.00477,48,BB,Check-In
1,3,100000,272,0.00272,94,HB,Check-In
4,9,25000,246,0.00984,40,BB,Check-In
1,3,37500,146,0.0038933333333333,5,BB,Check-In
3,5,25000,840,0.0336,23,BB,Check-In
3,8,25000,247,0.00988,27,HB,Check-In
2,3,75000,336,0.00448,27,BB,Check-In
1,4,75000,215,0.0028666666666666,44,BB,Check-In
1,5,37500,234,0.00624,51,HB,Check-In
1,3,25000,480,0.0192,29,HB,Check-In
2,3,37500,928,0.0247466666666666,70,BB,Check-In
4,6,75000,988,0.0131733333333333,27,BB,Check-In
1,3,75000,202,0.0026933333333333,85,BB,Check-In
4,5,37500,432,0.01152,45,BB,Check-In
2,3,100000,442,0.00442,39,BB,Check-In
3,4,25000,496,0.01984,33,HB,Check-In
1,6,37500,480,0.0128,26,BB,Check-In
5,6,100000,112,0.00112,76,BB,Check-In
1,5,100000,310,0.0031,31,BB,Check-In
4,7,100000,705,0.00705,27,BB,Check-In
1,3,37500,603,0.01608,31,HB,Check-In
2,4,100000,402,0.00402,296,HB,Check-In
1,3,25000,135,0.0054,34,HB,Check-In
3,6,37500,351,0.00936,37,BB,Check-In
2,5,75000,760,0.0101333333333333,97,BB,Check-In
4,5,25000,227,0.00908,100,BB,Check-In
2,4,100000,158,0.00158,100,BB,Check-In
4,6,75000,137,0.0018266666666666,100,BB,Check-In
1,3,37500,684,0.01824,35,BB,Check-In
2,3,25000,109,0.00436,75,BB,Check-In
2,5,25000,128,0.00512,69,BB,Check-In
1,5,25000,320,0.0128,68,BB,Check-In
1,6,37500,224,0.0059733333333333,67,BB,Check-In
4,7,100000,352,0.00352,61,BB,Check-In
2,4,37500,652,0.0173866666666666,7,BB,Check-In
4,5,75000,126,0.00168,31,BB,Check-In
3,6,100000,330,0.0033,27,BB,Check-In
2,6,37500,106,0.0028266666666666,46,BB,Check-In
2,4,25000,240,0.0096,49,BB,Check-In
2,3,37500,663,0.01768,26,BB,Check-In
2,4,100000,144,0.00144,35,BB,Check-In
3,5,75000,314,0.0041866666666666,47,BB,Check-In
3,5,25000,310,0.0124,68,BB,Check-In
2,4,37500,166,0.0044266666666666,109,BB,Check-In
2,5,25000,430,0.0172,6,HB,Check-In
1,3,25000,244,0.00976,117,BB,Check-In
3,4,75000,168,0.00224,29,BB,Check-In
2,5,37500,342,0.00912,27,BB,Check-In
4,6,25000,241,0.00964,70,BB,Check-In
2,4,75000,174,0.00232,36,HB,Check-In
2,3,25000,221,0.00884,39,HB,Check-In
2,4,75000,423,0.00564,34,HB,Check-In
2,6,75000,298,0.0039733333333333,-2,BB,Check-In
4,5,25000,618,0.02472,34,HB,Check-In
4,7,37500,292,0.0077866666666666,35,HB,Check-In
3,4,75000,146,0.0019466666666666,96,BB,Check-In
2,3,25000,223,0.00892,70,BB,Check-In
2,3,37500,369,0.00984,115,HB,Check-In
2,4,100000,214,0.00214,101,BB,Check-In
4,6,75000,326,0.0043466666666666,52,BB,Check-In
3,7,25000,100,0.004,57,BB,Check-In
2,6,25000,988,0.03952,30,BB,Check-In
1,6,37500,342,0.00912,102,BB,Check-In
2,6,100000,123,0.00123,46,BB,Check-In
3,4,25000,107,0.00428,14,BB,Check-In
3,5,25000,357,0.01428,34,BB,Check-In
1,3,75000,612,0.00816,-4,BB,Check-In
1,3,37500,217,0.0057866666666666,7,BB,Check-In
2,3,37500,128,0.0034133333333333,16,BB,Check-In
1,3,25000,169,0.00676,2,HB,Check-In
1,6,37500,209,0.0055733333333333,29,BB,Check-In
3,5,25000,446,0.01784,29,BB,Check-In
4,5,37500,536,0.0142933333333333,62,BB,Check-In
3,6,75000,648,0.00864,48,FB,Check-In
3,5,37500,386,0.0102933333333333,18,BB,Check-In
2,7,25000,134,0.00536,29,BB,Check-In
1,3,75000,984,0.01312,27,BB,Check-In
2,4,37500,141,0.00376,61,BB,Check-In
1,5,25000,198,0.00792,64,BB,Check-In
2,5,37500,339,0.00904,61,BB,Check-In
1,2,37500,175,0.0046666666666666,76,HB,Check-In
2,4,37500,121,0.0032266666666666,74,BB,Check-In
1,3,25000,141,0.00564,74,BB,Check-In
2,3,37500,696,0.01856,59,BB,Check-In
1,4,37500,231,0.00616,41,BB,Check-In
1,3,100000,139,0.00139,45,HB,Check-In
4,6,37500,876,0.02336,-4,BB,Check-In
2,7,25000,184,0.00736,24,BB,Check-In
3,5,37500,229,0.0061066666666666,15,BB,Check-In
4,6,75000,105,0.0014,15,BB,Check-In
2,7,75000,228,0.00304,15,BB,Check-In
2,4,75000,206,0.0027466666666666,2,BB,Check-In
2,4,100000,501,0.00501,1,BB,Check-In
4,5,25000,141,0.00564,24,BB,Check-In
4,7,75000,235,0.0031333333333333,82,BB,Check-In
3,5,25000,678,0.02712,1,BB,Check-In
2,3,25000,544,0.02176,52,BB,Check-In
1,3,100000,334,0.00334,30,BB,Check-In
1,2,37500,206,0.0054933333333333,31,BB,Check-In
1,3,75000,240,0.0032,-1,HB,Check-In
1,2,37500,161,0.0042933333333333,17,BB,Check-In
1,6,37500,205,0.0054666666666666,22,BB,Check-In
2,4,75000,112,0.0014933333333333,38,BB,Check-In
2,4,100000,237,0.00237,17,BB,Check-In
2,4,37500,262,0.0069866666666666,16,BB,Check-In
1,3,75000,478,0.0063733333333333,21,BB,Check-In
1,3,75000,144,0.00192,285,BB,Check-In
4,8,25000,606,0.02424,69,BB,Check-In
2,5,37500,213,0.00568,135,BB,Check-In
3,4,75000,225,0.003,57,BB,Check-In
1,2,37500,244,0.0065066666666666,79,BB,Check-In
2,3,25000,262,0.01048,111,BB,Check-In
2,7,25000,330,0.0132,127,BB,Check-In
3,8,75000,314,0.0041866666666666,82,HB,Check-In
3,5,37500,322,0.0085866666666666,82,HB,Check-In
2,5,75000,105,0.0014,88,BB,Check-In
2,4,75000,110,0.0014666666666666,9,BB,Check-In
4,6,75000,184,0.0024533333333333,79,BB,Check-In
3,6,75000,200,0.0026666666666666,8,BB,Check-In
1,4,75000,712,0.0094933333333333,6,BB,Check-In
1,3,37500,222,0.00592,23,BB,Check-In
2,4,100000,217,0.00217,0,BB,Check-In
4,7,25000,639,0.02556,6,BB,Check-In
2,7,75000,238,0.0031733333333333,2,HB,Check-In
2,3,25000,748,0.02992,-1,BB,Check-In
3,4,25000,396,0.01584,121,BB,Check-In
2,4,75000,440,0.0058666666666666,72,BB,Check-In
3,7,75000,316,0.0042133333333333,80,BB,Check-In
5,10,25000,404,0.01616,87,HB,Check-In
2,4,75000,209,0.0027866666666666,76,HB,Check-In
3,6,25000,693,0.02772,127,BB,Check-In
4,6,75000,229,0.0030533333333333,90,HB,Check-In
1,3,25000,362,0.01448,77,HB,Check-In
3,7,75000,968,0.0129066666666666,126,BB,Check-In
1,3,37500,201,0.00536,65,HB,Check-In
2,3,25000,720,0.0288,50,HB,Check-In
1,3,25000,480,0.0192,77,BB,Check-In
3,5,37500,540,0.0144,74,BB,Check-In
2,6,100000,692,0.00692,53,BB,Check-In
4,7,25000,354,0.01416,9,BB,Check-In
2,4,37500,748,0.0199466666666666,21,BB,Check-In
5,6,37500,324,0.00864,-1,BB,Check-In
2,6,100000,376,0.00376,34,BB,Check-In
3,5,37500,181,0.0048266666666666,35,BB,Check-In
1,3,75000,204,0.00272,113,HB,Check-In
2,5,37500,200,0.0053333333333333,94,HB,Check-In
2,4,25000,210,0.0084,66,BB,Check-In
2,7,75000,169,0.0022533333333333,59,HB,Check-In
2,7,75000,260,0.0034666666666666,32,BB,Check-In
3,5,37500,110,0.0029333333333333,77,BB,Check-In
3,4,37500,244,0.0065066666666666,92,FB,Check-In
3,5,25000,226,0.00904,325,BB,Check-In
1,2,100000,290,0.0029,19,BB,Check-In
2,4,37500,478,0.0127466666666666,-2,BB,Check-In
1,2,37500,150,0.004,46,HB,Check-In
4,6,37500,384,0.01024,79,BB,Check-In
1,2,25000,234,0.00936,51,BB,Check-In
1,3,75000,183,0.00244,12,BB,Check-In
2,3,37500,468,0.01248,81,BB,Check-In
2,5,75000,608,0.0081066666666666,127,HB,Check-In
1,2,37500,378,0.01008,458,HB,Check-In
4,5,75000,492,0.00656,79,BB,Check-In
1,3,75000,342,0.00456,59,BB,Check-In
2,4,25000,169,0.00676,93,BB,Check-In
3,4,37500,278,0.0074133333333333,-1,BB,Check-In
1,3,25000,627,0.02508,-3,BB,Check-In
1,3,25000,168,0.00672,35,BB,Check-In
1,3,25000,418,0.01672,59,BB,Check-In
3,4,25000,229,0.00916,12,HB,Check-In
2,4,100000,202,0.00202,12,HB,Check-In
2,4,75000,234,0.00312,14,BB,Check-In
4,6,75000,174,0.00232,13,HB,Check-In
1,3,37500,440,0.0117333333333333,11,BB,Check-In
2,4,75000,173,0.0023066666666666,139,BB,Check-In
3,5,75000,342,0.00456,4,BB,Check-In
1,4,75000,260,0.0034666666666666,138,BB,Check-In
1,4,25000,241,0.00964,80,HB,Check-In
1,4,37500,122,0.0032533333333333,0,BB,Check-In
4,5,37500,428,0.0114133333333333,63,HB,Check-In
2,4,75000,190,0.0025333333333333,-1,BB,Check-In
1,3,25000,145,0.0058,1,BB,Check-In
2,3,25000,201,0.00804,-1,BB,Check-In
2,4,37500,233,0.0062133333333333,113,HB,Check-In
2,4,25000,330,0.0132,109,BB,Check-In
5,7,37500,100,0.0026666666666666,43,BB,Check-In
3,7,100000,438,0.00438,136,BB,Check-In
3,6,75000,348,0.00464,55,BB,Check-In
3,5,25000,804,0.03216,12,HB,Check-In
3,5,75000,657,0.00876,136,BB,Check-In
2,5,25000,234,0.00936,83,HB,Check-In
2,4,25000,104,0.00416,116,HB,Check-In
3,4,25000,102,0.00408,68,BB,Check-In
2,5,25000,136,0.00544,1,BB,Check-In
1,3,75000,360,0.0048,116,BB,Check-In
2,4,75000,444,0.00592,127,BB,Check-In
1,3,25000,146,0.00584,8,HB,Check-In
2,3,25000,362,0.01448,50,BB,Check-In
3,5,25000,424,0.01696,63,HB,Check-In
3,5,25000,296,0.01184,5,HB,Check-In
2,4,75000,215,0.0028666666666666,27,BB,Check-In
3,5,75000,143,0.0019066666666666,2,BB,Check-In
2,4,75000,155,0.0020666666666666,86,BB,Check-In
2,5,75000,109,0.0014533333333333,50,BB,Check-In
1,4,37500,220,0.0058666666666666,135,BB,Check-In
2,7,37500,182,0.0048533333333333,3,BB,Check-In
1,4,25000,179,0.00716,0,BB,Check-In
1,2,37500,200,0.0053333333333333,48,BB,Check-In
3,4,37500,738,0.01968,1,BB,Check-In
1,3,75000,420,0.0056,43,BB,Check-In
3,4,25000,204,0.00816,5,BB,Check-In
4,5,25000,228,0.00912,3,BB,Check-In
3,4,75000,144,0.00192,52,BB,Check-In
2,3,37500,603,0.01608,49,BB,Check-In
1,3,25000,114,0.00456,3,BB,Check-In
3,5,37500,229,0.0061066666666666,97,BB,Check-In
1,3,37500,140,0.0037333333333333,45,BB,Check-In
1,3,37500,177,0.00472,121,HB,Check-In
3,5,100000,110,0.0011,82,BB,Check-In
2,5,37500,366,0.00976,14,BB,Check-In
3,5,75000,256,0.0034133333333333,41,HB,Check-In
2,3,25000,444,0.01776,71,BB,Check-In
2,4,25000,190,0.0076,115,BB,Check-In
2,3,100000,184,0.00184,112,HB,Check-In
1,6,25000,488,0.01952,109,HB,Check-In
3,6,37500,618,0.01648,48,HB,Check-In
4,5,37500,102,0.00272,64,BB,Check-In
3,5,25000,178,0.00712,-1,BB,Check-In
3,6,37500,310,0.0082666666666666,85,BB,Check-In
1,2,75000,414,0.00552,104,BB,Check-In
2,4,25000,276,0.01104,3,BB,Check-In
2,4,25000,214,0.00856,97,HB,Check-In
2,3,75000,417,0.00556,75,BB,Check-In
4,6,75000,247,0.0032933333333333,3,BB,Check-In
1,5,75000,191,0.0025466666666666,4,BB,Check-In
2,4,37500,229,0.0061066666666666,2,HB,Check-In
3,7,37500,228,0.00608,84,HB,Check-In
1,3,37500,417,0.01112,134,BB,Check-In
2,3,37500,166,0.0044266666666666,66,HB,Check-In
2,4,37500,157,0.0041866666666666,53,HB,Check-In
2,7,100000,205,0.00205,86,BB,Check-In
3,4,75000,321,0.00428,51,HB,Check-In
2,3,25000,167,0.00668,11,BB,Check-In
1,3,37500,370,0.0098666666666666,58,BB,Check-In
3,5,75000,200,0.0026666666666666,74,FB,Check-In
2,6,75000,177,0.00236,53,HB,Check-In
1,2,37500,243,0.00648,125,HB,Check-In
1,2,25000,238,0.00952,52,HB,Check-In
1,4,25000,288,0.01152,82,BB,Check-In
1,3,100000,170,0.0017,105,HB,Check-In
1,4,75000,486,0.00648,134,BB,Check-In
2,5,37500,498,0.01328,96,HB,Check-In
4,6,100000,129,0.00129,90,BB,Check-In
3,5,100000,158,0.00158,57,BB,Check-In
2,3,25000,220,0.0088,60,BB,Check-In
2,3,75000,187,0.0024933333333333,-1,BB,Check-In
1,2,25000,133,0.00532,4,BB,Check-In
2,5,37500,205,0.0054666666666666,1,BB,Check-In
1,5,25000,127,0.00508,8,BB,Check-In
1,3,100000,432,0.00432,6,BB,Check-In
2,4,37500,340,0.0090666666666666,60,BB,Check-In
1,4,37500,560,0.0149333333333333,30,BB,Check-In
1,2,25000,154,0.00616,81,BB,Check-In
3,6,75000,717,0.00956,62,BB,Check-In
4,9,37500,187,0.0049866666666666,128,BB,Check-In
2,4,100000,338,0.00338,53,HB,Check-In
2,3,75000,237,0.00316,121,HB,Check-In
3,5,37500,237,0.00632,40,BB,Check-In
1,2,75000,103,0.0013733333333333,40,BB,Check-In
3,5,37500,160,0.0042666666666666,80,FB,Check-In
2,4,25000,256,0.01024,57,BB,Check-In
2,5,25000,528,0.02112,69,HB,Check-In
3,5,100000,300,0.003,66,BB,Check-In
4,5,37500,230,0.0061333333333333,80,HB,Check-In
3,5,37500,498,0.01328,69,BB,Check-In
1,3,25000,199,0.00796,67,BB,Check-In
3,5,75000,190,0.0025333333333333,126,HB,Check-In
1,4,37500,812,0.0216533333333333,123,HB,Check-In
2,4,25000,222,0.00888,3,HB,Check-In
2,7,25000,396,0.01584,65,HB,Check-In
1,2,37500,424,0.0113066666666666,45,BB,Check-In
3,5,25000,230,0.0092,18,BB,Check-In
3,5,37500,108,0.00288,71,BB,Check-In
3,7,75000,732,0.00976,27,BB,Check-In
2,4,25000,144,0.00576,138,BB,Check-In
1,3,100000,142,0.00142,111,BB,Check-In
1,2,37500,102,0.00272,62,HB,Check-In
2,3,25000,147,0.00588,34,BB,Check-In
4,6,75000,628,0.0083733333333333,71,HB,Check-In
1,3,25000,366,0.01464,134,BB,Check-In
1,3,75000,272,0.0036266666666666,33,BB,Check-In
1,6,100000,190,0.0019,62,BB,Check-In
1,3,75000,143,0.0019066666666666,76,BB,Check-In
2,4,75000,468,0.00624,60,BB,Check-In
1,6,37500,423,0.01128,92,BB,Check-In
2,4,37500,380,0.0101333333333333,99,HB,Check-In
2,6,75000,585,0.0078,35,BB,Check-In
2,4,75000,120,0.0016,59,BB,Check-In
2,3,25000,312,0.01248,57,BB,Check-In
3,5,75000,111,0.00148,75,HB,Check-In
1,4,37500,171,0.00456,89,BB,Check-In
4,5,25000,272,0.01088,88,BB,Check-In
3,4,25000,132,0.00528,86,BB,Check-In
2,4,25000,472,0.01888,27,BB,Check-In
1,3,100000,684,0.00684,71,BB,Check-In
1,2,100000,220,0.0022,119,BB,Check-In
1,3,37500,496,0.0132266666666666,116,BB,Check-In
3,4,37500,741,0.01976,117,BB,Check-In
2,4,25000,227,0.00908,115,BB,Check-In
2,5,75000,239,0.0031866666666666,82,BB,Check-In
2,4,75000,141,0.00188,79,BB,Check-In
2,7,75000,420,0.0056,23,BB,Check-In
3,5,37500,524,0.0139733333333333,74,BB,Check-In
2,4,100000,206,0.00206,116,HB,Check-In
2,4,25000,651,0.02604,67,BB,Check-In
2,5,25000,570,0.0228,82,BB,Check-In
2,3,37500,123,0.00328,116,HB,Check-In
1,4,37500,205,0.0054666666666666,21,HB,Check-In
3,5,25000,666,0.02664,31,HB,Check-In
2,5,100000,242,0.00242,67,HB,Check-In
2,4,25000,239,0.00956,68,HB,Check-In
3,4,25000,116,0.00464,84,BB,Check-In
1,3,25000,167,0.00668,101,BB,Check-In
3,4,25000,174,0.00696,30,BB,Check-In
2,5,37500,462,0.01232,47,FB,Check-In
4,6,100000,135,0.00135,83,BB,Check-In
1,3,75000,207,0.00276,101,HB,Check-In
1,4,75000,249,0.00332,65,BB,Check-In
2,5,75000,244,0.0032533333333333,79,BB,Check-In
1,2,37500,196,0.0052266666666666,84,BB,Check-In
1,6,37500,500,0.0133333333333333,29,BB,Check-In
2,4,75000,222,0.00296,0,BB,Check-In
2,4,25000,113,0.00452,32,BB,Check-In
2,3,25000,100,0.004,46,HB,Check-In
1,3,37500,157,0.0041866666666666,1,BB,Check-In
1,2,25000,117,0.00468,21,BB,Check-In
4,5,25000,808,0.03232,18,BB,Check-In
2,4,37500,384,0.01024,53,BB,Check-In
1,3,75000,173,0.0023066666666666,67,BB,Check-In
3,7,37500,344,0.0091733333333333,126,BB,Check-In
2,4,37500,246,0.00656,127,BB,Check-In
2,3,100000,231,0.00231,127,BB,Check-In
1,4,25000,214,0.00856,77,BB,Check-In
1,3,100000,788,0.00788,81,BB,Check-In
2,7,100000,125,0.00125,-1,BB,Check-In
3,4,75000,212,0.0028266666666666,8,BB,Check-In
1,6,75000,243,0.00324,0,BB,Check-In
2,4,25000,684,0.02736,6,BB,Check-In
1,4,37500,243,0.00648,119,BB,Check-In
3,6,25000,507,0.02028,69,BB,Check-In
2,5,25000,218,0.00872,22,BB,Check-In
3,5,25000,195,0.0078,7,BB,Check-In
2,3,100000,203,0.00203,46,HB,Check-In
2,5,37500,108,0.00288,7,BB,Check-In
1,3,25000,645,0.0258,132,HB,Check-In
3,4,25000,465,0.0186,73,BB,Check-In
2,4,75000,132,0.00176,14,BB,Check-In
1,3,75000,203,0.0027066666666666,22,BB,Check-In
2,3,100000,204,0.00204,85,BB,Check-In
3,5,37500,456,0.01216,17,HB,Check-In
1,6,75000,142,0.0018933333333333,20,BB,Check-In
2,4,75000,104,0.0013866666666666,18,HB,Check-In
1,3,25000,262,0.01048,21,BB,Check-In
2,3,25000,344,0.01376,87,BB,Check-In
1,2,100000,148,0.00148,50,BB,Check-In
1,3,37500,114,0.00304,-1,BB,Check-In
3,5,25000,137,0.00548,-1,BB,Check-In
2,6,37500,342,0.00912,-3,BB,Check-In
1,3,25000,484,0.01936,-2,BB,Check-In
2,3,37500,276,0.00736,-2,BB,Check-In
2,4,75000,270,0.0036,36,HB,Check-In
4,6,37500,410,0.0109333333333333,19,BB,Check-In
