Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
M,24,Asian American,College,25K --50K,East,City Hotel,2015-07-19,2015-07-22,2015-05-04,2,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,244
F,40,Asian American,Mid-School,>100K,North,City Hotel,2015-07-11,2015-07-12,2015-03-19,1,1,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,241
F,29,Latino,Mid-School,>100K,North,Resort,2015-07-10,2015-07-12,2015-03-23,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,193
M,37,Asian American,Grad,50K -- 100K,East,Airport Hotels,2015-07-10,2015-07-11,2015-05-21,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,151
M,34,caucasian,College,50K -- 100K,West,Airport Hotels,2015-07-10,2015-07-13,2015-04-10,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,127
M,62,caucasian,College,50K -- 100K,South,Airport Hotels,2015-07-10,2015-07-13,2015-04-23,2,3,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,184
M,50,caucasian,College,50K -- 100K,South,Resort,2015-07-10,2015-07-12,2015-04-19,4,2,0,BB,Yes,Yes,No Deposit,Direct,No,Check-In,Yes,30,181
F,56,Asian American,College,<25K,East,City Hotel,2015-07-10,2015-07-13,2015-05-23,1,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,5,145
F,43,caucasian,High-School,<25K,South,Resort,2015-07-06,2015-07-07,2015-03-18,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,229
F,27,Latino,College,<25K,South,Resort,2015-07-06,2015-07-07,2015-07-07,3,2,0,BB,No,No,Refundable,Online,No,Check-In,No,0,150
F,23,Asian American,College,<25K,North,Airport Hotels,2015-07-07,2015-07-08,2015-07-06,1,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,5,203
F,27,Latino,College,<25K,North,City Hotel,2015-07-08,2015-07-09,2015-07-02,2,1,0,BB,Yes,No,Refundable,Online,No,Check-In,No,0,173
M,23,African American,High-School,25K --50K,North,Airport Hotels,2015-07-08,2015-07-09,2015-04-02,3,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,15,154
F,21,Asian American,College,25K --50K,East,Airport Hotels,2015-07-09,2015-07-11,2015-04-07,2,2,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,20,115
F,69,caucasian,College,>100K,South,City Hotel,2015-06-03,2015-06-04,2015-04-17,5,3,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,126
F,25,Latino,College,>100K,South,Resort,2015-07-10,2015-07-11,2015-05-06,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,233
F,33,caucasian,College,>100K,South,Airport Hotels,2015-07-10,2015-07-11,2015-03-29,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,122
M,50,African American,College,25K --50K,West,Resort,2015-07-11,2015-07-14,2015-06-16,3,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,154
F,41,African American,College,50K -- 100K,South,City Hotel,2015-07-11,2015-07-15,2015-06-11,3,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,187
M,31,Latino,College,<25K,East,City Hotel,2015-07-12,2015-07-14,2015-04-07,2,2,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,167
F,26,Latino,College,25K --50K,South,Airport Hotels,2015-07-12,2015-07-15,2015-04-02,5,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,204
M,68,caucasian,Mid-School,25K --50K,North,Airport Hotels,2015-07-13,2015-07-16,2015-05-09,3,1,1,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,No,0,128
M,50,Latino,High-School,25K --50K,South,Resort,2015-06-26,2015-06-28,2015-04-03,2,2,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,246
F,35,Latino,Grad,50K -- 100K,South,Airport Hotels,2015-07-13,2015-07-15,2014-10-30,3,1,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,30,211
F,31,Asian American,College,<25K,North,Resort,2015-07-14,2015-07-17,2015-03-28,4,2,0,HB,No,No,Non-Refundable,Online,No,Check-In,Yes,25,135
F,34,African American,Grad,>100K,East,Resort,2015-05-14,2015-05-17,2015-02-12,1,3,2,BB,Yes,Yes,Non-Refundable,Agent,No,Check-In,Yes,20,117
M,26,Asian American,High-School,25K --50K,North,Airport Hotels,2015-07-16,2015-07-17,2015-03-27,3,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,5,146
F,48,caucasian,College,<25K,South,Airport Hotels,2015-07-16,2015-07-17,2015-04-08,1,1,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,No,0,165
F,51,Latino,Grad,<25K,South,Airport Hotels,2015-07-16,2015-07-18,2015-06-15,2,3,1,HB,No,No,No Deposit,Online,No,Check-In,No,0,121
M,27,African American,College,50K -- 100K,North,City Hotel,2015-07-16,2015-07-17,2015-04-11,2,1,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,40,166
F,40,caucasian,Mid-School,50K -- 100K,North,City Hotel,2015-07-17,2015-07-20,2015-05-01,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,152
M,67,African American,Mid-School,50K -- 100K,East,Resort,2015-07-20,2015-07-21,2015-04-22,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,126
F,33,caucasian,College,25K --50K,East,City Hotel,2015-07-20,2015-07-21,2015-04-01,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,119
F,23,Latino,Mid-School,25K --50K,South,City Hotel,2015-07-13,2015-07-14,2015-05-10,4,2,0,BB,Yes,Yes,Refundable,Online,No,Check-In,No,0,122
M,61,African American,Grad,25K --50K,South,Airport Hotels,2015-05-07,2015-05-08,2015-03-02,5,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,196
M,32,Latino,College,25K --50K,South,Resort,2015-07-10,2015-07-11,2015-05-17,5,3,2,BB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,249
M,19,Latino,Grad,50K -- 100K,South,Resort,2015-07-10,2015-07-11,2015-06-20,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,226
F,33,African American,College,<25K,North,Airport Hotels,2015-07-07,2015-07-08,2015-06-30,2,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,30,228
F,44,African American,Mid-School,>100K,East,Resort,2015-07-07,2015-07-10,2015-07-02,1,2,1,BB,Yes,No,Refundable,Online,Yes,Check-In,No,0,135
F,51,Asian American,Grad,25K --50K,North,City Hotel,2015-07-08,2015-07-09,2015-07-09,5,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,128
M,51,Asian American,College,50K -- 100K,South,City Hotel,2015-07-08,2015-07-11,2015-07-11,3,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,196
F,20,caucasian,Grad,25K --50K,North,Airport Hotels,2015-07-08,2015-07-09,2015-07-09,4,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,162
F,56,African American,High-School,<25K,East,City Hotel,2015-07-11,2015-07-13,2015-07-05,1,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,5,166
M,63,caucasian,Mid-School,25K --50K,East,City Hotel,2015-07-11,2015-07-12,2015-05-07,1,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,25,112
M,18,Asian American,Mid-School,50K -- 100K,West,City Hotel,2015-07-11,2015-07-13,2015-04-16,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,230
F,55,caucasian,College,<25K,North,Resort,2015-07-11,2015-07-12,2015-07-12,4,3,1,BB,Yes,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,243
M,65,Asian American,High-School,50K -- 100K,North,Airport Hotels,2015-05-28,2015-05-29,2015-04-16,2,1,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,199
F,51,Asian American,College,<25K,South,Airport Hotels,2015-04-13,2015-04-16,2015-01-18,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,139
M,68,Latino,Grad,50K -- 100K,North,City Hotel,2015-07-14,2015-07-15,2015-05-22,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,222
F,54,caucasian,Grad,<25K,North,City Hotel,2015-03-25,2015-03-28,2014-06-09,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,202
F,18,caucasian,High-School,25K --50K,West,Resort,2015-07-21,2015-07-22,2015-04-01,2,2,1,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,168
F,23,African American,Grad,<25K,South,Resort,2015-07-11,2015-07-12,2015-05-05,2,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,240
F,45,African American,College,<25K,West,Resort,2015-07-12,2015-07-13,2015-07-06,2,1,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,202
M,68,caucasian,Mid-School,50K -- 100K,East,Resort,2015-07-12,2015-07-14,2015-07-13,5,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,102
F,35,Asian American,College,25K --50K,South,Airport Hotels,2015-05-28,2015-06-01,2015-02-08,1,1,1,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,25,220
F,53,caucasian,College,25K --50K,South,Airport Hotels,2015-07-12,2015-07-14,2015-07-09,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,225
F,60,caucasian,Mid-School,>100K,East,Resort,2015-07-12,2015-07-15,2015-04-23,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,30,159
M,31,Asian American,College,<25K,South,City Hotel,2015-06-29,2015-07-02,2015-03-19,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,247
F,42,Asian American,College,25K --50K,West,City Hotel,2015-07-09,2015-07-10,2015-07-10,1,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,192
F,28,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,2015-07-08,2015-07-09,2015-07-08,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,150
F,67,caucasian,High-School,50K -- 100K,South,Resort,2015-07-08,2015-07-09,2015-07-08,1,2,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,126
F,39,caucasian,College,<25K,North,Resort,2015-07-10,2015-07-12,2015-07-11,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,173
F,25,Latino,High-School,>100K,South,Resort,2015-05-28,2015-06-01,2015-02-19,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,234
F,18,Latino,College,50K -- 100K,East,Resort,2015-07-14,2015-07-15,2015-03-24,2,1,1,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,5,243
F,40,African American,High-School,<25K,North,City Hotel,2015-04-15,2015-04-16,2014-07-10,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,179
F,18,Asian American,Grad,25K --50K,West,Airport Hotels,2015-07-15,2015-07-19,2015-04-14,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,108
M,25,Latino,College,25K --50K,North,Airport Hotels,2015-07-15,2015-07-18,2014-06-19,1,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,116
M,47,African American,College,25K --50K,South,City Hotel,2015-07-15,2015-07-18,2015-06-15,2,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,247
F,50,caucasian,College,25K --50K,South,Airport Hotels,2015-07-16,2015-07-19,2015-04-28,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,15,114
M,42,African American,College,25K --50K,East,City Hotel,2015-07-17,2015-07-18,2015-04-09,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,191
F,33,African American,High-School,50K -- 100K,South,Airport Hotels,2015-07-17,2015-07-19,2015-04-10,1,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,40,106
F,21,caucasian,College,50K -- 100K,South,Resort,2015-07-10,2015-07-11,2015-06-24,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,230
M,24,caucasian,College,25K --50K,South,City Hotel,2015-07-11,2015-07-13,2015-05-06,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,161
M,46,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2015-07-11,2015-07-12,2015-06-30,2,2,2,BB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,247
F,33,African American,Grad,50K -- 100K,East,City Hotel,2015-06-02,2015-06-03,2015-03-18,2,1,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,111
M,55,Asian American,Mid-School,25K --50K,East,City Hotel,2015-06-16,2015-06-20,2015-05-27,1,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,179
F,68,Asian American,College,>100K,East,City Hotel,2015-06-16,2015-06-17,2015-05-04,5,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,234
M,29,Asian American,High-School,>100K,East,Airport Hotels,2015-07-12,2015-07-14,2015-04-27,5,2,1,BB,No,No,Refundable,Direct,No,Check-In,Yes,5,141
M,39,caucasian,Grad,>100K,South,Resort,2015-06-23,2015-06-25,2015-06-08,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,156
F,46,African American,College,>100K,North,City Hotel,2015-06-27,2015-06-28,2015-03-17,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,15,232
M,62,African American,Grad,25K --50K,West,Resort,2015-07-13,2015-07-14,2015-06-28,1,2,2,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,132
M,36,Asian American,College,<25K,North,Resort,2015-07-14,2015-07-18,2015-07-04,2,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,25,113
M,22,caucasian,Grad,50K -- 100K,South,Airport Hotels,2015-07-14,2015-07-15,2015-04-29,3,2,2,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,174
M,23,Asian American,Mid-School,>100K,East,Airport Hotels,2015-07-16,2015-07-18,2015-04-19,5,3,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,217
M,46,African American,Grad,25K --50K,East,Resort,2015-07-16,2015-07-17,2015-04-18,3,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-In,No,0,244
M,67,Latino,College,>100K,South,Resort,2015-07-16,2015-07-17,2015-04-18,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,245
F,51,caucasian,Mid-School,25K --50K,South,Resort,2015-07-16,2015-07-17,2014-07-16,1,2,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,171
F,41,Asian American,College,25K --50K,North,Airport Hotels,2015-07-16,2015-07-17,2014-11-10,5,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,247
F,43,African American,College,>100K,South,City Hotel,2015-05-13,2015-05-15,2015-03-07,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,239
M,57,African American,College,25K --50K,South,Airport Hotels,2015-07-11,2015-07-14,2015-07-04,1,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,5,225
M,58,Latino,Grad,<25K,North,Airport Hotels,2015-07-12,2015-07-13,2015-06-21,3,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,231
F,37,Latino,High-School,50K -- 100K,East,Airport Hotels,2015-07-12,2015-07-13,2015-04-13,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,182
F,69,Asian American,College,<25K,North,Resort,2015-07-12,2015-07-16,2015-06-23,2,1,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,202
M,38,caucasian,High-School,<25K,South,City Hotel,2015-07-12,2015-07-14,2015-07-03,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,209
M,39,Latino,College,50K -- 100K,West,Resort,2015-07-12,2015-07-13,2015-07-10,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,201
F,41,African American,Grad,<25K,South,Resort,2015-07-12,2015-07-13,2015-06-30,1,3,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,107
F,48,Asian American,High-School,<25K,South,Airport Hotels,2015-07-12,2015-07-13,2015-03-27,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,160
M,62,Asian American,College,50K -- 100K,South,Airport Hotels,2015-07-12,2015-07-13,2015-04-13,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,212
F,25,Latino,Grad,50K -- 100K,South,Airport Hotels,2015-07-13,2015-07-14,2015-06-07,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,136
F,58,caucasian,College,<25K,North,City Hotel,2015-07-13,2015-07-14,2015-06-23,4,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,125
M,59,caucasian,Mid-School,<25K,South,Resort,2015-07-13,2015-07-14,2015-03-30,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,196
F,59,Latino,High-School,25K --50K,East,City Hotel,2015-07-14,2015-07-15,2015-06-15,1,1,0,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,149
M,66,caucasian,Mid-School,50K -- 100K,North,City Hotel,2015-07-14,2015-07-16,2015-06-16,1,1,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,25,237
M,19,Latino,Mid-School,<25K,West,City Hotel,2015-06-29,2015-06-30,2015-05-10,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,223
M,55,African American,High-School,25K --50K,West,City Hotel,2015-07-15,2015-07-16,2015-04-28,2,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,208
M,51,Latino,Mid-School,<25K,South,Resort,2015-07-15,2015-07-16,2015-06-25,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,197
F,57,African American,Grad,<25K,West,Resort,2015-07-15,2015-07-17,2015-06-12,1,1,1,BB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,138
F,65,African American,College,25K --50K,South,Resort,2015-07-17,2015-07-19,2015-05-02,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,238
M,65,Asian American,High-School,25K --50K,South,Airport Hotels,2015-07-17,2015-07-19,2015-06-18,3,1,2,HB,Yes,No,Refundable,Online,No,Check-In,Yes,10,115
F,58,Asian American,Mid-School,>100K,East,Resort,2015-07-17,2015-07-19,2015-05-02,2,2,1,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,20,233
F,23,Asian American,College,<25K,East,Airport Hotels,2015-07-17,2015-07-18,2015-05-01,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,197
M,43,African American,College,25K --50K,West,City Hotel,2015-07-17,2015-07-18,2015-06-04,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,114
M,69,Asian American,Mid-School,>100K,North,Resort,2015-07-17,2015-07-20,2015-06-16,5,2,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,182
M,64,Latino,Grad,50K -- 100K,North,Resort,2015-07-17,2015-07-20,2015-04-24,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,244
M,58,African American,Mid-School,<25K,South,Airport Hotels,2015-07-18,2015-07-19,2015-07-08,3,3,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,143
M,66,African American,College,25K --50K,East,Airport Hotels,2015-07-19,2015-07-21,2015-03-28,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,134
M,47,African American,College,25K --50K,South,City Hotel,2015-07-20,2015-07-21,2015-04-26,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,123
F,38,African American,Mid-School,<25K,East,City Hotel,2015-07-21,2015-07-22,2015-06-11,2,3,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,128
M,47,Latino,College,25K --50K,East,City Hotel,2015-07-23,2015-07-24,2015-06-22,2,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,10,235
F,57,African American,Grad,>100K,South,Airport Hotels,2015-07-17,2015-07-18,2015-06-14,5,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,15,240
F,44,African American,High-School,50K -- 100K,East,Airport Hotels,2015-07-17,2015-07-18,2015-06-14,4,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,195
M,18,caucasian,College,25K --50K,South,Resort,2015-05-29,2015-05-30,2015-02-19,5,1,1,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,122
M,38,Latino,Mid-School,<25K,South,Resort,2015-07-16,2015-07-17,2015-06-03,3,3,1,BB,No,No,No Deposit,Agent,No,Check-In,No,0,209
F,46,Latino,Mid-School,<25K,East,City Hotel,2015-07-17,2015-07-18,2014-09-17,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,209
F,52,caucasian,Grad,<25K,South,Resort,2015-06-08,2015-06-12,2015-05-07,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,174
M,38,African American,Mid-School,25K --50K,South,Resort,2015-07-17,2015-07-18,2015-03-23,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,192
F,24,Asian American,High-School,>100K,East,City Hotel,2015-07-17,2015-07-18,2015-05-09,3,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,104
M,51,Latino,High-School,>100K,East,Airport Hotels,2015-07-18,2015-07-19,2015-03-31,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,100
F,40,caucasian,College,>100K,South,City Hotel,2015-04-22,2015-04-23,2015-01-04,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,176
F,18,caucasian,High-School,25K --50K,North,City Hotel,2015-07-15,2015-07-16,2015-06-13,4,2,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,170
M,19,caucasian,High-School,25K --50K,East,Airport Hotels,2015-07-15,2015-07-16,2015-06-13,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,128
M,30,caucasian,College,25K --50K,North,Resort,2015-07-15,2015-07-16,2015-06-13,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,195
M,55,caucasian,Grad,50K -- 100K,South,Airport Hotels,2015-07-12,2015-07-14,2015-07-14,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,217
F,46,African American,High-School,<25K,East,Resort,2015-07-12,2015-07-14,2015-07-14,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,163
M,63,Latino,College,50K -- 100K,South,Resort,2015-07-12,2015-07-15,2015-07-15,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,135
M,39,African American,College,25K --50K,North,City Hotel,2015-07-12,2015-07-13,2015-07-13,4,1,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,150
F,70,African American,Mid-School,>100K,West,City Hotel,2015-07-13,2015-07-14,2015-04-21,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,138
M,55,caucasian,College,>100K,South,City Hotel,2015-07-13,2015-07-14,2015-05-04,2,3,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,133
F,59,Latino,Grad,50K -- 100K,North,Airport Hotels,2015-07-13,2015-07-14,2015-06-28,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,148
M,32,Asian American,Mid-School,25K --50K,South,City Hotel,2015-07-14,2015-07-15,2015-05-22,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,239
M,25,Asian American,High-School,<25K,South,City Hotel,2015-07-14,2015-07-15,2015-07-07,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,178
F,55,caucasian,High-School,25K --50K,East,Resort,2015-07-18,2015-07-19,2015-06-13,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,125
M,38,Asian American,College,>100K,North,Airport Hotels,2015-07-18,2015-07-19,2015-06-09,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,202
F,63,Latino,Grad,25K --50K,East,City Hotel,2015-05-19,2015-05-20,2015-03-22,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,5,211
F,28,African American,College,<25K,North,Airport Hotels,2015-07-19,2015-07-21,2015-05-03,1,1,1,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,137
M,21,African American,Mid-School,50K -- 100K,East,City Hotel,2015-07-21,2015-07-25,2015-06-23,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,5,156
M,65,Asian American,High-School,25K --50K,South,Resort,2015-07-18,2015-07-19,2015-03-31,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,180
F,56,Latino,Mid-School,>100K,North,Airport Hotels,2015-07-18,2015-07-22,2015-06-19,4,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,194
F,55,caucasian,High-School,>100K,South,Airport Hotels,2015-07-13,2015-07-15,2015-05-23,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,250
F,18,caucasian,High-School,<25K,West,Airport Hotels,2015-07-13,2015-07-14,2015-07-12,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,5,214
M,47,Latino,High-School,<25K,South,Airport Hotels,2015-07-18,2015-07-20,2015-07-12,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,199
M,38,caucasian,High-School,25K --50K,North,Airport Hotels,2015-05-12,2015-05-14,2015-03-03,4,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,182
F,58,Asian American,Grad,50K -- 100K,East,City Hotel,2015-07-19,2015-07-22,2015-07-10,3,1,1,BB,No,No,Refundable,Online,No,Check-In,Yes,20,115
M,55,Asian American,College,25K --50K,South,Resort,2015-07-19,2015-07-20,2015-06-02,4,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,137
M,42,Asian American,Mid-School,50K -- 100K,East,City Hotel,2015-07-12,2015-07-14,2015-04-15,2,2,1,FB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,25,233
M,19,caucasian,High-School,25K --50K,North,Airport Hotels,2015-07-19,2015-07-20,2015-06-16,1,2,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,5,110
F,55,caucasian,Grad,>100K,South,Airport Hotels,2015-06-29,2015-06-30,2015-05-03,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,112
M,60,Asian American,College,25K --50K,North,Resort,2015-07-19,2015-07-21,2015-05-23,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,231
